periodo,tipo,subtipo,barrio,total
04/2020,Robo (con violencia),,Agronomía,2
04/2020,Robo (con violencia),,Almagro,34
04/2020,Robo (con violencia),,Balvanera,58
04/2020,Robo (con violencia),,Barracas,60
04/2020,Robo (con violencia),,Belgrano,15
04/2020,Robo (con violencia),,Boca,25
04/2020,Robo (con violencia),,Boedo,20
04/2020,Robo (con violencia),,Caballito,36
04/2020,Robo (con violencia),,Chacarita,22
04/2020,Robo (con violencia),,Coghlan,2
04/2020,Robo (con violencia),,Colegiales,4
04/2020,Robo (con violencia),,Constitución,28
04/2020,Robo (con violencia),,Flores,67
04/2020,Robo (con violencia),,Floresta,10
04/2020,Robo (con violencia),,Liniers,3
04/2020,Robo (con violencia),,Mataderos,21
04/2020,Robo (con violencia),,Monserrat,18
04/2020,Robo (con violencia),,Monte Castro,2
04/2020,Robo (con violencia),,Nueva Pompeya,57
04/2020,Robo (con violencia),,Nuñez,6
04/2020,Robo (con violencia),,Palermo,68
04/2020,Robo (con violencia),,Parque Avellaneda,18
04/2020,Robo (con violencia),,Parque Chacabuco,41
04/2020,Robo (con violencia),,Parque Chas,1
04/2020,Robo (con violencia),,Parque Patricios,32
04/2020,Robo (con violencia),,Paternal,3
04/2020,Robo (con violencia),,Recoleta,52
04/2020,Robo (con violencia),,Retiro,50
04/2020,Robo (con violencia),,Saavedra,12
04/2020,Robo (con violencia),,San Cristóbal,15
04/2020,Robo (con violencia),,San Nicolás,23
04/2020,Robo (con violencia),,San Telmo,9
04/2020,Robo (con violencia),,Vélez Sársfield,3
04/2020,Robo (con violencia),,Versalles,1
04/2020,Robo (con violencia),,Villa Crespo,30
04/2020,Robo (con violencia),,Villa Del Parque,10
04/2020,Robo (con violencia),,Villa Devoto,8
04/2020,Robo (con violencia),,Villa Gral. Mitre,5
04/2020,Robo (con violencia),,Villa Lugano,47
04/2020,Robo (con violencia),,Villa Luro,7
04/2020,Robo (con violencia),,Villa Ortuzar,2
04/2020,Robo (con violencia),,Villa Riachuelo,6
04/2020,Robo (con violencia),,Villa Santa Rita,4
04/2020,Robo (con violencia),,Villa Soldati,36
04/2020,Robo (con violencia),,Villa Urquiza,8
04/2020,Robo (con violencia),Con uso de moto,Almagro,2
04/2020,Robo (con violencia),Con uso de moto,Balvanera,8
04/2020,Robo (con violencia),Con uso de moto,Barracas,2
04/2020,Robo (con violencia),Con uso de moto,Belgrano,3
04/2020,Robo (con violencia),Con uso de moto,Boca,2
04/2020,Robo (con violencia),Con uso de moto,Boedo,1
04/2020,Robo (con violencia),Con uso de moto,Caballito,5
04/2020,Robo (con violencia),Con uso de moto,Chacarita,3
04/2020,Robo (con violencia),Con uso de moto,Colegiales,2
04/2020,Robo (con violencia),Con uso de moto,Constitución,1
04/2020,Robo (con violencia),Con uso de moto,Flores,6
04/2020,Robo (con violencia),Con uso de moto,Floresta,2
04/2020,Robo (con violencia),Con uso de moto,Liniers,4
04/2020,Robo (con violencia),Con uso de moto,Mataderos,3
04/2020,Robo (con violencia),Con uso de moto,Monserrat,2
04/2020,Robo (con violencia),Con uso de moto,Monte Castro,1
04/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,4
04/2020,Robo (con violencia),Con uso de moto,Nuñez,1
04/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,1
04/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,2
04/2020,Robo (con violencia),Con uso de moto,Parque Patricios,3
04/2020,Robo (con violencia),Con uso de moto,Paternal,1
04/2020,Robo (con violencia),Con uso de moto,Recoleta,3
04/2020,Robo (con violencia),Con uso de moto,Retiro,1
04/2020,Robo (con violencia),Con uso de moto,San Cristóbal,4
04/2020,Robo (con violencia),Con uso de moto,San Nicolás,1
04/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,1
04/2020,Robo (con violencia),Con uso de moto,Versalles,1
04/2020,Robo (con violencia),Con uso de moto,Villa Crespo,2
04/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,2
04/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,2
04/2020,Robo (con violencia),Con uso de moto,Villa Lugano,2
04/2020,Robo (con violencia),Con uso de moto,Villa Luro,2
04/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,1
04/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,4
04/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,1
04/2020,Robo (con violencia),Robo Automotor,Boca,1
04/2020,Robo (con violencia),Robo Automotor,Constitución,1
04/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,1
04/2020,Robo (con violencia),Robo Automotor,Parque Patricios,1
04/2020,Robo (con violencia),Robo Automotor,Paternal,1
04/2020,Robo (con violencia),Robo Automotor,Villa Soldati,1
05/2020,Homicidio,Doloso,Barracas,2
05/2020,Homicidio,Doloso,Caballito,1
05/2020,Homicidio,Doloso,Constitución,3
05/2020,Homicidio,Doloso,Parque Avellaneda,1
05/2020,Homicidio,Doloso,Retiro,1
05/2020,Homicidio,Doloso,Villa Soldati,1
05/2020,Homicidio,Femicidio,Almagro,1
05/2020,Homicidio,Siniestro Vial,Balvanera,1
05/2020,Homicidio,Siniestro Vial,Belgrano,1
05/2020,Homicidio,Siniestro Vial,Villa Crespo,1
05/2020,Homicidio,Siniestro Vial,Villa Lugano,1
05/2020,Hurto (sin violencia),,,6
05/2020,Hurto (sin violencia),,Agronomía,3
05/2020,Hurto (sin violencia),,Almagro,36
05/2020,Hurto (sin violencia),,Balvanera,61
05/2020,Hurto (sin violencia),,Barracas,32
05/2020,Hurto (sin violencia),,Belgrano,29
05/2020,Hurto (sin violencia),,Boca,16
05/2020,Hurto (sin violencia),,Boedo,27
05/2020,Hurto (sin violencia),,Caballito,53
05/2020,Hurto (sin violencia),,Chacarita,15
05/2020,Hurto (sin violencia),,Coghlan,5
05/2020,Hurto (sin violencia),,Colegiales,11
05/2020,Hurto (sin violencia),,Constitución,22
05/2020,Hurto (sin violencia),,Flores,38
05/2020,Hurto (sin violencia),,Floresta,7
05/2020,Hurto (sin violencia),,Liniers,11
05/2020,Hurto (sin violencia),,Mataderos,17
05/2020,Hurto (sin violencia),,Monserrat,23
05/2020,Hurto (sin violencia),,Monte Castro,5
05/2020,Hurto (sin violencia),,Nueva Pompeya,23
05/2020,Hurto (sin violencia),,Nuñez,10
05/2020,Hurto (sin violencia),,Palermo,54
05/2020,Hurto (sin violencia),,Parque Avellaneda,20
05/2020,Hurto (sin violencia),,Parque Chacabuco,22
05/2020,Hurto (sin violencia),,Parque Chas,3
05/2020,Hurto (sin violencia),,Parque Patricios,35
05/2020,Hurto (sin violencia),,Paternal,12
05/2020,Hurto (sin violencia),,Recoleta,48
05/2020,Hurto (sin violencia),,Retiro,17
05/2020,Hurto (sin violencia),,Saavedra,12
05/2020,Hurto (sin violencia),,San Cristóbal,28
05/2020,Hurto (sin violencia),,San Nicolás,16
05/2020,Hurto (sin violencia),,San Telmo,7
05/2020,Hurto (sin violencia),,Vélez Sársfield,11
05/2020,Hurto (sin violencia),,Versalles,6
05/2020,Hurto (sin violencia),,Villa Crespo,22
05/2020,Hurto (sin violencia),,Villa Del Parque,15
05/2020,Hurto (sin violencia),,Villa Devoto,18
05/2020,Hurto (sin violencia),,Villa Gral. Mitre,11
05/2020,Hurto (sin violencia),,Villa Lugano,45
05/2020,Hurto (sin violencia),,Villa Luro,11
05/2020,Hurto (sin violencia),,Villa Ortuzar,7
05/2020,Hurto (sin violencia),,Villa Pueyrredón,3
05/2020,Hurto (sin violencia),,Villa Real,4
05/2020,Hurto (sin violencia),,Villa Riachuelo,3
05/2020,Hurto (sin violencia),,Villa Santa Rita,13
05/2020,Hurto (sin violencia),,Villa Soldati,26
05/2020,Hurto (sin violencia),,Villa Urquiza,14
05/2020,Hurto (sin violencia),Hurto Automotor,Almagro,6
05/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,3
05/2020,Hurto (sin violencia),Hurto Automotor,Barracas,3
05/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,4
05/2020,Hurto (sin violencia),Hurto Automotor,Boca,1
05/2020,Hurto (sin violencia),Hurto Automotor,Boedo,2
05/2020,Hurto (sin violencia),Hurto Automotor,Caballito,8
05/2020,Hurto (sin violencia),Hurto Automotor,Chacarita,2
05/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,1
05/2020,Hurto (sin violencia),Hurto Automotor,Flores,9
05/2020,Hurto (sin violencia),Hurto Automotor,Liniers,2
05/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,6
05/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,1
05/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,2
05/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,3
05/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,2
05/2020,Hurto (sin violencia),Hurto Automotor,Palermo,2
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,4
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,1
05/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4
05/2020,Hurto (sin violencia),Hurto Automotor,Paternal,1
05/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,2
05/2020,Hurto (sin violencia),Hurto Automotor,Retiro,1
05/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,1
05/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,4
05/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,1
05/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,1
05/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,4
05/2020,Hurto (sin violencia),Hurto Automotor,Versalles,1
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,4
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,2
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,1
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,1
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,9
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,1
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,4
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,1
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,2
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4
05/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,1
05/2020,Lesiones,Siniestro Vial,,23
05/2020,Lesiones,Siniestro Vial,Agronomía,2
05/2020,Lesiones,Siniestro Vial,Almagro,12
05/2020,Lesiones,Siniestro Vial,Balvanera,16
05/2020,Lesiones,Siniestro Vial,Barracas,10
05/2020,Lesiones,Siniestro Vial,Belgrano,16
05/2020,Lesiones,Siniestro Vial,Boca,2
05/2020,Lesiones,Siniestro Vial,Boedo,4
05/2020,Lesiones,Siniestro Vial,Caballito,20
05/2020,Lesiones,Siniestro Vial,Chacarita,8
05/2020,Lesiones,Siniestro Vial,Coghlan,1
05/2020,Lesiones,Siniestro Vial,Colegiales,1
05/2020,Lesiones,Siniestro Vial,Constitución,9
05/2020,Lesiones,Siniestro Vial,Flores,23
05/2020,Lesiones,Siniestro Vial,Floresta,5
05/2020,Lesiones,Siniestro Vial,Liniers,4
05/2020,Lesiones,Siniestro Vial,Mataderos,7
05/2020,Lesiones,Siniestro Vial,Monserrat,5
05/2020,Lesiones,Siniestro Vial,Monte Castro,3
05/2020,Lesiones,Siniestro Vial,Nueva Pompeya,10
05/2020,Lesiones,Siniestro Vial,Nuñez,4
05/2020,Lesiones,Siniestro Vial,Palermo,18
05/2020,Lesiones,Siniestro Vial,Parque Avellaneda,4
05/2020,Lesiones,Siniestro Vial,Parque Chacabuco,5
05/2020,Lesiones,Siniestro Vial,Parque Chas,3
05/2020,Lesiones,Siniestro Vial,Parque Patricios,2
05/2020,Lesiones,Siniestro Vial,Paternal,3
05/2020,Lesiones,Siniestro Vial,Puerto Madero,1
05/2020,Lesiones,Siniestro Vial,Recoleta,15
05/2020,Lesiones,Siniestro Vial,Retiro,13
05/2020,Lesiones,Siniestro Vial,Saavedra,3
05/2020,Lesiones,Siniestro Vial,San Cristóbal,10
05/2020,Lesiones,Siniestro Vial,San Nicolás,4
05/2020,Lesiones,Siniestro Vial,San Telmo,4
05/2020,Lesiones,Siniestro Vial,Versalles,4
05/2020,Lesiones,Siniestro Vial,Villa Crespo,13
05/2020,Lesiones,Siniestro Vial,Villa Del Parque,4
05/2020,Lesiones,Siniestro Vial,Villa Devoto,8
05/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,5
05/2020,Lesiones,Siniestro Vial,Villa Lugano,7
05/2020,Lesiones,Siniestro Vial,Villa Luro,4
05/2020,Lesiones,Siniestro Vial,Villa Ortuzar,1
05/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,3
05/2020,Lesiones,Siniestro Vial,Villa Real,3
05/2020,Lesiones,Siniestro Vial,Villa Riachuelo,2
05/2020,Lesiones,Siniestro Vial,Villa Santa Rita,3
05/2020,Lesiones,Siniestro Vial,Villa Soldati,2
05/2020,Lesiones,Siniestro Vial,Villa Urquiza,6
05/2020,Robo (con violencia),,,4
05/2020,Robo (con violencia),,Agronomía,2
05/2020,Robo (con violencia),,Almagro,46
05/2020,Robo (con violencia),,Balvanera,81
05/2020,Robo (con violencia),,Barracas,120
05/2020,Robo (con violencia),,Belgrano,46
05/2020,Robo (con violencia),,Boca,36
05/2020,Robo (con violencia),,Boedo,37
05/2020,Robo (con violencia),,Caballito,55
05/2020,Robo (con violencia),,Chacarita,22
05/2020,Robo (con violencia),,Coghlan,2
05/2020,Robo (con violencia),,Colegiales,13
05/2020,Robo (con violencia),,Constitución,52
05/2020,Robo (con violencia),,Flores,78
05/2020,Robo (con violencia),,Floresta,18
05/2020,Robo (con violencia),,Liniers,18
05/2020,Robo (con violencia),,Mataderos,46
05/2020,Robo (con violencia),,Monserrat,24
05/2020,Robo (con violencia),,Monte Castro,7
05/2020,Robo (con violencia),,Nueva Pompeya,64
05/2020,Robo (con violencia),,Nuñez,19
05/2020,Robo (con violencia),,Palermo,99
05/2020,Robo (con violencia),,Parque Avellaneda,30
05/2020,Robo (con violencia),,Parque Chacabuco,42
05/2020,Robo (con violencia),,Parque Chas,1
05/2020,Robo (con violencia),,Parque Patricios,52
05/2020,Robo (con violencia),,Paternal,6
05/2020,Robo (con violencia),,Puerto Madero,1
05/2020,Robo (con violencia),,Recoleta,94
05/2020,Robo (con violencia),,Retiro,41
05/2020,Robo (con violencia),,Saavedra,16
05/2020,Robo (con violencia),,San Cristóbal,30
05/2020,Robo (con violencia),,San Nicolás,39
05/2020,Robo (con violencia),,San Telmo,16
05/2020,Robo (con violencia),,Vélez Sársfield,5
05/2020,Robo (con violencia),,Versalles,2
05/2020,Robo (con violencia),,Villa Crespo,48
05/2020,Robo (con violencia),,Villa Del Parque,14
05/2020,Robo (con violencia),,Villa Devoto,4
05/2020,Robo (con violencia),,Villa Gral. Mitre,12
05/2020,Robo (con violencia),,Villa Lugano,69
05/2020,Robo (con violencia),,Villa Luro,17
05/2020,Robo (con violencia),,Villa Ortuzar,3
05/2020,Robo (con violencia),,Villa Pueyrredón,8
05/2020,Robo (con violencia),,Villa Real,3
05/2020,Robo (con violencia),,Villa Riachuelo,5
05/2020,Robo (con violencia),,Villa Santa Rita,11
05/2020,Robo (con violencia),,Villa Soldati,57
05/2020,Robo (con violencia),,Villa Urquiza,19
05/2020,Robo (con violencia),Con uso de moto,,1
05/2020,Robo (con violencia),Con uso de moto,Almagro,8
05/2020,Robo (con violencia),Con uso de moto,Balvanera,8
05/2020,Robo (con violencia),Con uso de moto,Barracas,6
05/2020,Robo (con violencia),Con uso de moto,Belgrano,5
05/2020,Robo (con violencia),Con uso de moto,Boca,2
05/2020,Robo (con violencia),Con uso de moto,Boedo,6
05/2020,Robo (con violencia),Con uso de moto,Caballito,12
05/2020,Robo (con violencia),Con uso de moto,Coghlan,1
05/2020,Robo (con violencia),Con uso de moto,Colegiales,4
05/2020,Robo (con violencia),Con uso de moto,Constitución,8
05/2020,Robo (con violencia),Con uso de moto,Flores,6
05/2020,Robo (con violencia),Con uso de moto,Liniers,4
05/2020,Robo (con violencia),Con uso de moto,Mataderos,5
05/2020,Robo (con violencia),Con uso de moto,Monserrat,1
05/2020,Robo (con violencia),Con uso de moto,Monte Castro,1
05/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,8
05/2020,Robo (con violencia),Con uso de moto,Nuñez,4
05/2020,Robo (con violencia),Con uso de moto,Palermo,9
05/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,3
05/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,7
05/2020,Robo (con violencia),Con uso de moto,Parque Chas,1
05/2020,Robo (con violencia),Con uso de moto,Parque Patricios,12
05/2020,Robo (con violencia),Con uso de moto,Paternal,3
05/2020,Robo (con violencia),Con uso de moto,Recoleta,3
05/2020,Robo (con violencia),Con uso de moto,Retiro,1
05/2020,Robo (con violencia),Con uso de moto,Saavedra,4
05/2020,Robo (con violencia),Con uso de moto,San Cristóbal,8
05/2020,Robo (con violencia),Con uso de moto,San Nicolás,3
05/2020,Robo (con violencia),Con uso de moto,San Telmo,2
05/2020,Robo (con violencia),Con uso de moto,Villa Crespo,4
05/2020,Robo (con violencia),Con uso de moto,Villa Devoto,1
05/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,3
05/2020,Robo (con violencia),Con uso de moto,Villa Lugano,5
05/2020,Robo (con violencia),Con uso de moto,Villa Luro,1
05/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,5
05/2020,Robo (con violencia),Con uso de moto,Villa Soldati,4
05/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,4
05/2020,Robo (con violencia),Robo Automotor,Barracas,2
05/2020,Robo (con violencia),Robo Automotor,Flores,4
05/2020,Robo (con violencia),Robo Automotor,Floresta,1
05/2020,Robo (con violencia),Robo Automotor,Liniers,1
05/2020,Robo (con violencia),Robo Automotor,Mataderos,1
05/2020,Robo (con violencia),Robo Automotor,Villa Lugano,2
05/2020,Robo (con violencia),Robo Automotor,Villa Luro,1
05/2020,Robo (con violencia),Robo Automotor,Villa Riachuelo,1
05/2020,Robo (con violencia),Robo Automotor,Villa Soldati,3
06/2020,Homicidio,Doloso,Constitución,1
06/2020,Homicidio,Doloso,Flores,1
06/2020,Homicidio,Doloso,Palermo,1
06/2020,Homicidio,Doloso,Paternal,1
06/2020,Homicidio,Doloso,Villa Lugano,1
06/2020,Homicidio,Femicidio,Villa Soldati,1
06/2020,Homicidio,Siniestro Vial,Caballito,1
06/2020,Homicidio,Siniestro Vial,Liniers,1
06/2020,Homicidio,Siniestro Vial,Mataderos,1
06/2020,Hurto (sin violencia),,,4
06/2020,Hurto (sin violencia),,Agronomía,7
06/2020,Hurto (sin violencia),,Almagro,58
06/2020,Hurto (sin violencia),,Balvanera,107
06/2020,Hurto (sin violencia),,Barracas,27
06/2020,Hurto (sin violencia),,Belgrano,38
06/2020,Hurto (sin violencia),,Boca,16
06/2020,Hurto (sin violencia),,Boedo,19
06/2020,Hurto (sin violencia),,Caballito,76
06/2020,Hurto (sin violencia),,Chacarita,10
06/2020,Hurto (sin violencia),,Coghlan,3
06/2020,Hurto (sin violencia),,Colegiales,18
06/2020,Hurto (sin violencia),,Constitución,23
06/2020,Hurto (sin violencia),,Flores,48
06/2020,Hurto (sin violencia),,Floresta,19
06/2020,Hurto (sin violencia),,Liniers,21
06/2020,Hurto (sin violencia),,Mataderos,36
06/2020,Hurto (sin violencia),,Monserrat,25
06/2020,Hurto (sin violencia),,Monte Castro,14
06/2020,Hurto (sin violencia),,Nueva Pompeya,29
06/2020,Hurto (sin violencia),,Nuñez,27
06/2020,Hurto (sin violencia),,Palermo,85
06/2020,Hurto (sin violencia),,Parque Avellaneda,12
06/2020,Hurto (sin violencia),,Parque Chacabuco,15
06/2020,Hurto (sin violencia),,Parque Chas,7
06/2020,Hurto (sin violencia),,Parque Patricios,44
06/2020,Hurto (sin violencia),,Paternal,7
06/2020,Hurto (sin violencia),,Puerto Madero,1
06/2020,Hurto (sin violencia),,Recoleta,62
06/2020,Hurto (sin violencia),,Retiro,17
06/2020,Hurto (sin violencia),,Saavedra,14
06/2020,Hurto (sin violencia),,San Cristóbal,35
06/2020,Hurto (sin violencia),,San Nicolás,23
06/2020,Hurto (sin violencia),,San Telmo,4
06/2020,Hurto (sin violencia),,Vélez Sársfield,7
06/2020,Hurto (sin violencia),,Versalles,3
06/2020,Hurto (sin violencia),,Villa Crespo,41
06/2020,Hurto (sin violencia),,Villa Del Parque,25
06/2020,Hurto (sin violencia),,Villa Devoto,25
06/2020,Hurto (sin violencia),,Villa Gral. Mitre,15
06/2020,Hurto (sin violencia),,Villa Lugano,30
06/2020,Hurto (sin violencia),,Villa Luro,10
06/2020,Hurto (sin violencia),,Villa Ortuzar,11
06/2020,Hurto (sin violencia),,Villa Pueyrredón,14
06/2020,Hurto (sin violencia),,Villa Real,4
06/2020,Hurto (sin violencia),,Villa Riachuelo,7
06/2020,Hurto (sin violencia),,Villa Santa Rita,11
06/2020,Hurto (sin violencia),,Villa Soldati,21
06/2020,Hurto (sin violencia),,Villa Urquiza,21
06/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,1
06/2020,Hurto (sin violencia),Hurto Automotor,Almagro,8
06/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,8
06/2020,Hurto (sin violencia),Hurto Automotor,Barracas,2
06/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,2
06/2020,Hurto (sin violencia),Hurto Automotor,Boca,1
06/2020,Hurto (sin violencia),Hurto Automotor,Boedo,2
06/2020,Hurto (sin violencia),Hurto Automotor,Caballito,18
06/2020,Hurto (sin violencia),Hurto Automotor,Coghlan,3
06/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,2
06/2020,Hurto (sin violencia),Hurto Automotor,Flores,12
06/2020,Hurto (sin violencia),Hurto Automotor,Floresta,1
06/2020,Hurto (sin violencia),Hurto Automotor,Liniers,3
06/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,8
06/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2
06/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,1
06/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,6
06/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,1
06/2020,Hurto (sin violencia),Hurto Automotor,Palermo,7
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,5
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,2
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4
06/2020,Hurto (sin violencia),Hurto Automotor,Paternal,2
06/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,2
06/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2
06/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,3
06/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,1
06/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2
06/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,2
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,7
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,1
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,1
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,3
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,6
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,2
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,5
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,1
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,1
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,3
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,5
06/2020,Lesiones,Siniestro Vial,,11
06/2020,Lesiones,Siniestro Vial,Agronomía,5
06/2020,Lesiones,Siniestro Vial,Almagro,12
06/2020,Lesiones,Siniestro Vial,Balvanera,22
06/2020,Lesiones,Siniestro Vial,Barracas,9
06/2020,Lesiones,Siniestro Vial,Belgrano,5
06/2020,Lesiones,Siniestro Vial,Boca,2
06/2020,Lesiones,Siniestro Vial,Boedo,8
06/2020,Lesiones,Siniestro Vial,Caballito,14
06/2020,Lesiones,Siniestro Vial,Chacarita,3
06/2020,Lesiones,Siniestro Vial,Coghlan,1
06/2020,Lesiones,Siniestro Vial,Colegiales,5
06/2020,Lesiones,Siniestro Vial,Constitución,14
06/2020,Lesiones,Siniestro Vial,Flores,15
06/2020,Lesiones,Siniestro Vial,Floresta,3
06/2020,Lesiones,Siniestro Vial,Liniers,10
06/2020,Lesiones,Siniestro Vial,Mataderos,11
06/2020,Lesiones,Siniestro Vial,Monserrat,4
06/2020,Lesiones,Siniestro Vial,Monte Castro,3
06/2020,Lesiones,Siniestro Vial,Nueva Pompeya,13
06/2020,Lesiones,Siniestro Vial,Nuñez,4
06/2020,Lesiones,Siniestro Vial,Palermo,11
06/2020,Lesiones,Siniestro Vial,Parque Avellaneda,3
06/2020,Lesiones,Siniestro Vial,Parque Chacabuco,7
06/2020,Lesiones,Siniestro Vial,Parque Chas,2
06/2020,Lesiones,Siniestro Vial,Parque Patricios,7
06/2020,Lesiones,Siniestro Vial,Paternal,3
06/2020,Lesiones,Siniestro Vial,Recoleta,11
06/2020,Lesiones,Siniestro Vial,Retiro,11
06/2020,Lesiones,Siniestro Vial,Saavedra,5
06/2020,Lesiones,Siniestro Vial,San Cristóbal,11
06/2020,Lesiones,Siniestro Vial,San Nicolás,4
06/2020,Lesiones,Siniestro Vial,San Telmo,5
06/2020,Lesiones,Siniestro Vial,Vélez Sársfield,2
06/2020,Lesiones,Siniestro Vial,Versalles,3
06/2020,Lesiones,Siniestro Vial,Villa Crespo,12
06/2020,Lesiones,Siniestro Vial,Villa Del Parque,9
06/2020,Lesiones,Siniestro Vial,Villa Devoto,10
06/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,6
06/2020,Lesiones,Siniestro Vial,Villa Lugano,10
06/2020,Lesiones,Siniestro Vial,Villa Luro,2
06/2020,Lesiones,Siniestro Vial,Villa Ortuzar,3
06/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,1
06/2020,Lesiones,Siniestro Vial,Villa Real,2
06/2020,Lesiones,Siniestro Vial,Villa Riachuelo,2
06/2020,Lesiones,Siniestro Vial,Villa Santa Rita,7
06/2020,Lesiones,Siniestro Vial,Villa Soldati,3
06/2020,Lesiones,Siniestro Vial,Villa Urquiza,2
06/2020,Robo (con violencia),,Agronomía,2
06/2020,Robo (con violencia),,Almagro,70
06/2020,Robo (con violencia),,Balvanera,113
06/2020,Robo (con violencia),,Barracas,98
06/2020,Robo (con violencia),,Belgrano,71
06/2020,Robo (con violencia),,Boca,37
06/2020,Robo (con violencia),,Boedo,32
06/2020,Robo (con violencia),,Caballito,68
06/2020,Robo (con violencia),,Chacarita,19
06/2020,Robo (con violencia),,Coghlan,10
06/2020,Robo (con violencia),,Colegiales,39
06/2020,Robo (con violencia),,Constitución,49
06/2020,Robo (con violencia),,Flores,88
06/2020,Robo (con violencia),,Floresta,15
06/2020,Robo (con violencia),,Liniers,22
