periodo,tipo,subtipo,barrio,total,comuna
06/2020,Hurto (sin violencia),Hurto Automotor,Floresta,1,10
06/2020,Hurto (sin violencia),Hurto Automotor,Liniers,3,9
06/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,8,9
06/2020,Hurto (sin violencia),Hurto Automotor,Monserrat,2,1
06/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,1,10
06/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,6,4
06/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,1,13
06/2020,Hurto (sin violencia),Hurto Automotor,Palermo,7,14
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3,9
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,5,7
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,2,15
06/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,4,4
06/2020,Hurto (sin violencia),Hurto Automotor,Paternal,2,15
06/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,2,2
06/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2,12
06/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,3,3
06/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,1,1
06/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2,1
06/2020,Hurto (sin violencia),Hurto Automotor,Vélez Sársfield,2,10
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,7,15
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,1,11
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,1,11
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,3,11
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,6,8
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1,10
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Ortuzar,2,15
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,5,12
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,1,8
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,1,11
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,3,8
06/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,5,12
06/2020,Lesiones,Siniestro Vial,,11,NA
06/2020,Lesiones,Siniestro Vial,Agronomía,5,15
06/2020,Lesiones,Siniestro Vial,Almagro,12,5
06/2020,Lesiones,Siniestro Vial,Balvanera,22,3
06/2020,Lesiones,Siniestro Vial,Barracas,9,4
06/2020,Lesiones,Siniestro Vial,Belgrano,5,13
06/2020,Lesiones,Siniestro Vial,Boca,2,4
06/2020,Lesiones,Siniestro Vial,Boedo,8,5
06/2020,Lesiones,Siniestro Vial,Caballito,14,6
06/2020,Lesiones,Siniestro Vial,Chacarita,3,15
06/2020,Lesiones,Siniestro Vial,Coghlan,1,12
06/2020,Lesiones,Siniestro Vial,Colegiales,5,13
06/2020,Lesiones,Siniestro Vial,Constitución,14,1
06/2020,Lesiones,Siniestro Vial,Flores,15,7
06/2020,Lesiones,Siniestro Vial,Floresta,3,10
06/2020,Lesiones,Siniestro Vial,Liniers,10,9
06/2020,Lesiones,Siniestro Vial,Mataderos,11,9
06/2020,Lesiones,Siniestro Vial,Monserrat,4,1
06/2020,Lesiones,Siniestro Vial,Monte Castro,3,10
06/2020,Lesiones,Siniestro Vial,Nueva Pompeya,13,4
06/2020,Lesiones,Siniestro Vial,Nuñez,4,13
06/2020,Lesiones,Siniestro Vial,Palermo,11,14
06/2020,Lesiones,Siniestro Vial,Parque Avellaneda,3,9
06/2020,Lesiones,Siniestro Vial,Parque Chacabuco,7,7
06/2020,Lesiones,Siniestro Vial,Parque Chas,2,15
06/2020,Lesiones,Siniestro Vial,Parque Patricios,7,4
06/2020,Lesiones,Siniestro Vial,Paternal,3,15
06/2020,Lesiones,Siniestro Vial,Recoleta,11,2
06/2020,Lesiones,Siniestro Vial,Retiro,11,1
06/2020,Lesiones,Siniestro Vial,Saavedra,5,12
06/2020,Lesiones,Siniestro Vial,San Cristóbal,11,3
06/2020,Lesiones,Siniestro Vial,San Nicolás,4,1
06/2020,Lesiones,Siniestro Vial,San Telmo,5,1
06/2020,Lesiones,Siniestro Vial,Vélez Sársfield,2,10
06/2020,Lesiones,Siniestro Vial,Versalles,3,10
06/2020,Lesiones,Siniestro Vial,Villa Crespo,12,15
06/2020,Lesiones,Siniestro Vial,Villa Del Parque,9,11
06/2020,Lesiones,Siniestro Vial,Villa Devoto,10,11
06/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,6,11
06/2020,Lesiones,Siniestro Vial,Villa Lugano,10,8
06/2020,Lesiones,Siniestro Vial,Villa Luro,2,10
06/2020,Lesiones,Siniestro Vial,Villa Ortuzar,3,15
06/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,1,12
06/2020,Lesiones,Siniestro Vial,Villa Real,2,10
06/2020,Lesiones,Siniestro Vial,Villa Riachuelo,2,8
06/2020,Lesiones,Siniestro Vial,Villa Santa Rita,7,11
06/2020,Lesiones,Siniestro Vial,Villa Soldati,3,8
06/2020,Lesiones,Siniestro Vial,Villa Urquiza,2,12
06/2020,Robo (con violencia),,Agronomía,2,15
06/2020,Robo (con violencia),,Almagro,70,5
06/2020,Robo (con violencia),,Balvanera,113,3
06/2020,Robo (con violencia),,Barracas,98,4
06/2020,Robo (con violencia),,Belgrano,71,13
06/2020,Robo (con violencia),,Boca,37,4
06/2020,Robo (con violencia),,Boedo,32,5
06/2020,Robo (con violencia),,Caballito,68,6
06/2020,Robo (con violencia),,Chacarita,19,15
06/2020,Robo (con violencia),,Coghlan,10,12
06/2020,Robo (con violencia),,Colegiales,39,13
06/2020,Robo (con violencia),,Constitución,49,1
06/2020,Robo (con violencia),,Flores,88,7
06/2020,Robo (con violencia),,Floresta,15,10
06/2020,Robo (con violencia),,Liniers,22,9
06/2020,Robo (con violencia),,Mataderos,35,9
06/2020,Robo (con violencia),,Monserrat,21,1
06/2020,Robo (con violencia),,Monte Castro,8,10
06/2020,Robo (con violencia),,Nueva Pompeya,57,4
06/2020,Robo (con violencia),,Nuñez,18,13
06/2020,Robo (con violencia),,Palermo,152,14
06/2020,Robo (con violencia),,Parque Avellaneda,35,9
06/2020,Robo (con violencia),,Parque Chacabuco,51,7
06/2020,Robo (con violencia),,Parque Chas,3,15
06/2020,Robo (con violencia),,Parque Patricios,51,4
06/2020,Robo (con violencia),,Paternal,4,15
06/2020,Robo (con violencia),,Puerto Madero,3,1
06/2020,Robo (con violencia),,Recoleta,99,2
06/2020,Robo (con violencia),,Retiro,54,1
06/2020,Robo (con violencia),,Saavedra,11,12
06/2020,Robo (con violencia),,San Cristóbal,44,3
06/2020,Robo (con violencia),,San Nicolás,46,1
06/2020,Robo (con violencia),,San Telmo,9,1
06/2020,Robo (con violencia),,Vélez Sársfield,13,10
06/2020,Robo (con violencia),,Versalles,4,10
06/2020,Robo (con violencia),,Villa Crespo,49,15
06/2020,Robo (con violencia),,Villa Del Parque,13,11
06/2020,Robo (con violencia),,Villa Devoto,16,11
06/2020,Robo (con violencia),,Villa Gral. Mitre,8,11
06/2020,Robo (con violencia),,Villa Lugano,80,8
06/2020,Robo (con violencia),,Villa Luro,19,10
06/2020,Robo (con violencia),,Villa Ortuzar,5,15
06/2020,Robo (con violencia),,Villa Pueyrredón,6,12
06/2020,Robo (con violencia),,Villa Real,1,10
06/2020,Robo (con violencia),,Villa Riachuelo,10,8
06/2020,Robo (con violencia),,Villa Santa Rita,15,11
06/2020,Robo (con violencia),,Villa Soldati,47,8
06/2020,Robo (con violencia),,Villa Urquiza,30,12
06/2020,Robo (con violencia),Con uso de moto,Agronomía,1,15
06/2020,Robo (con violencia),Con uso de moto,Almagro,7,5
06/2020,Robo (con violencia),Con uso de moto,Balvanera,25,3
06/2020,Robo (con violencia),Con uso de moto,Barracas,10,4
06/2020,Robo (con violencia),Con uso de moto,Belgrano,16,13
06/2020,Robo (con violencia),Con uso de moto,Boca,1,4
06/2020,Robo (con violencia),Con uso de moto,Boedo,6,5
06/2020,Robo (con violencia),Con uso de moto,Caballito,21,6
06/2020,Robo (con violencia),Con uso de moto,Coghlan,2,12
06/2020,Robo (con violencia),Con uso de moto,Colegiales,5,13
06/2020,Robo (con violencia),Con uso de moto,Constitución,9,1
06/2020,Robo (con violencia),Con uso de moto,Flores,15,7
06/2020,Robo (con violencia),Con uso de moto,Floresta,1,10
06/2020,Robo (con violencia),Con uso de moto,Liniers,2,9
06/2020,Robo (con violencia),Con uso de moto,Mataderos,6,9
06/2020,Robo (con violencia),Con uso de moto,Monserrat,11,1
06/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,10,4
06/2020,Robo (con violencia),Con uso de moto,Nuñez,2,13
06/2020,Robo (con violencia),Con uso de moto,Palermo,6,14
06/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,6,9
06/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,13,7
06/2020,Robo (con violencia),Con uso de moto,Parque Chas,2,15
06/2020,Robo (con violencia),Con uso de moto,Parque Patricios,4,4
06/2020,Robo (con violencia),Con uso de moto,Paternal,2,15
06/2020,Robo (con violencia),Con uso de moto,Recoleta,9,2
06/2020,Robo (con violencia),Con uso de moto,Retiro,2,1
06/2020,Robo (con violencia),Con uso de moto,Saavedra,5,12
06/2020,Robo (con violencia),Con uso de moto,San Cristóbal,7,3
06/2020,Robo (con violencia),Con uso de moto,San Nicolás,6,1
06/2020,Robo (con violencia),Con uso de moto,San Telmo,2,1
06/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,1,10
06/2020,Robo (con violencia),Con uso de moto,Villa Crespo,3,15
06/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,4,11
06/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,2,11
06/2020,Robo (con violencia),Con uso de moto,Villa Lugano,2,8
06/2020,Robo (con violencia),Con uso de moto,Villa Luro,2,10
06/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,3,15
06/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,3,12
06/2020,Robo (con violencia),Con uso de moto,Villa Real,1,10
06/2020,Robo (con violencia),Con uso de moto,Villa Riachuelo,1,8
06/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,2,11
06/2020,Robo (con violencia),Con uso de moto,Villa Soldati,3,8
06/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,9,12
06/2020,Robo (con violencia),Robo Automotor,Almagro,1,5
06/2020,Robo (con violencia),Robo Automotor,Balvanera,1,3
06/2020,Robo (con violencia),Robo Automotor,Barracas,2,4
06/2020,Robo (con violencia),Robo Automotor,Boca,2,4
06/2020,Robo (con violencia),Robo Automotor,Boedo,1,5
06/2020,Robo (con violencia),Robo Automotor,Chacarita,1,15
06/2020,Robo (con violencia),Robo Automotor,Flores,3,7
06/2020,Robo (con violencia),Robo Automotor,Floresta,1,10
06/2020,Robo (con violencia),Robo Automotor,Mataderos,3,9
06/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,1,4
06/2020,Robo (con violencia),Robo Automotor,Nuñez,1,13
06/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,1,9
06/2020,Robo (con violencia),Robo Automotor,San Cristóbal,1,3
06/2020,Robo (con violencia),Robo Automotor,San Nicolás,1,1
06/2020,Robo (con violencia),Robo Automotor,San Telmo,2,1
06/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,1,10
06/2020,Robo (con violencia),Robo Automotor,Villa Crespo,1,15
06/2020,Robo (con violencia),Robo Automotor,Villa Lugano,4,8
06/2020,Robo (con violencia),Robo Automotor,Villa Soldati,3,8
07/2020,Homicidio,Doloso,Barracas,4,4
07/2020,Homicidio,Doloso,Belgrano,1,13
07/2020,Homicidio,Doloso,Flores,1,7
07/2020,Homicidio,Doloso,Parque Chacabuco,1,7
07/2020,Homicidio,Doloso,Recoleta,1,2
07/2020,Homicidio,Doloso,Retiro,2,1
07/2020,Homicidio,Femicidio,Belgrano,1,13
07/2020,Homicidio,Femicidio,Constitución,1,1
07/2020,Homicidio,Siniestro Vial,Nuñez,1,13
07/2020,Homicidio,Siniestro Vial,Villa Crespo,1,15
07/2020,Hurto (sin violencia),,Agronomía,2,15
07/2020,Hurto (sin violencia),,Almagro,61,5
07/2020,Hurto (sin violencia),,Balvanera,105,3
07/2020,Hurto (sin violencia),,Barracas,33,4
07/2020,Hurto (sin violencia),,Belgrano,39,13
07/2020,Hurto (sin violencia),,Boca,18,4
07/2020,Hurto (sin violencia),,Boedo,44,5
07/2020,Hurto (sin violencia),,Caballito,60,6
07/2020,Hurto (sin violencia),,Chacarita,15,15
07/2020,Hurto (sin violencia),,Coghlan,2,12
07/2020,Hurto (sin violencia),,Colegiales,16,13
07/2020,Hurto (sin violencia),,Constitución,33,1
07/2020,Hurto (sin violencia),,Flores,36,7
07/2020,Hurto (sin violencia),,Floresta,14,10
07/2020,Hurto (sin violencia),,Liniers,18,9
07/2020,Hurto (sin violencia),,Mataderos,25,9
07/2020,Hurto (sin violencia),,Monserrat,24,1
07/2020,Hurto (sin violencia),,Monte Castro,19,10
07/2020,Hurto (sin violencia),,Nueva Pompeya,29,4
07/2020,Hurto (sin violencia),,Nuñez,20,13
07/2020,Hurto (sin violencia),,Palermo,95,14
07/2020,Hurto (sin violencia),,Parque Avellaneda,18,9
07/2020,Hurto (sin violencia),,Parque Chacabuco,20,7
07/2020,Hurto (sin violencia),,Parque Chas,3,15
07/2020,Hurto (sin violencia),,Parque Patricios,31,4
07/2020,Hurto (sin violencia),,Paternal,7,15
07/2020,Hurto (sin violencia),,Recoleta,66,2
07/2020,Hurto (sin violencia),,Retiro,19,1
07/2020,Hurto (sin violencia),,Saavedra,23,12
07/2020,Hurto (sin violencia),,San Cristóbal,42,3
07/2020,Hurto (sin violencia),,San Nicolás,29,1
07/2020,Hurto (sin violencia),,San Telmo,11,1
07/2020,Hurto (sin violencia),,Vélez Sársfield,13,10
07/2020,Hurto (sin violencia),,Versalles,3,10
07/2020,Hurto (sin violencia),,Villa Crespo,36,15
07/2020,Hurto (sin violencia),,Villa Del Parque,26,11
07/2020,Hurto (sin violencia),,Villa Devoto,31,11
07/2020,Hurto (sin violencia),,Villa Gral. Mitre,16,11
07/2020,Hurto (sin violencia),,Villa Lugano,56,8
07/2020,Hurto (sin violencia),,Villa Luro,14,10
07/2020,Hurto (sin violencia),,Villa Ortuzar,6,15
07/2020,Hurto (sin violencia),,Villa Pueyrredón,22,12
07/2020,Hurto (sin violencia),,Villa Real,1,10
07/2020,Hurto (sin violencia),,Villa Riachuelo,8,8
07/2020,Hurto (sin violencia),,Villa Santa Rita,13,11
07/2020,Hurto (sin violencia),,Villa Soldati,21,8
07/2020,Hurto (sin violencia),,Villa Urquiza,27,12
07/2020,Hurto (sin violencia),Hurto Automotor,Agronomía,3,15
07/2020,Hurto (sin violencia),Hurto Automotor,Almagro,13,5
07/2020,Hurto (sin violencia),Hurto Automotor,Balvanera,8,3
07/2020,Hurto (sin violencia),Hurto Automotor,Barracas,2,4
07/2020,Hurto (sin violencia),Hurto Automotor,Belgrano,4,13
07/2020,Hurto (sin violencia),Hurto Automotor,Boca,1,4
07/2020,Hurto (sin violencia),Hurto Automotor,Boedo,6,5
07/2020,Hurto (sin violencia),Hurto Automotor,Caballito,7,6
07/2020,Hurto (sin violencia),Hurto Automotor,Colegiales,4,13
07/2020,Hurto (sin violencia),Hurto Automotor,Constitución,3,1
07/2020,Hurto (sin violencia),Hurto Automotor,Flores,7,7
07/2020,Hurto (sin violencia),Hurto Automotor,Floresta,2,10
07/2020,Hurto (sin violencia),Hurto Automotor,Liniers,2,9
07/2020,Hurto (sin violencia),Hurto Automotor,Mataderos,4,9
07/2020,Hurto (sin violencia),Hurto Automotor,Monte Castro,4,10
07/2020,Hurto (sin violencia),Hurto Automotor,Nueva Pompeya,4,4
07/2020,Hurto (sin violencia),Hurto Automotor,Nuñez,3,13
07/2020,Hurto (sin violencia),Hurto Automotor,Palermo,11,14
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Avellaneda,3,9
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Chacabuco,3,7
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Chas,2,15
07/2020,Hurto (sin violencia),Hurto Automotor,Parque Patricios,5,4
07/2020,Hurto (sin violencia),Hurto Automotor,Recoleta,3,2
07/2020,Hurto (sin violencia),Hurto Automotor,Saavedra,2,12
07/2020,Hurto (sin violencia),Hurto Automotor,San Cristóbal,2,3
07/2020,Hurto (sin violencia),Hurto Automotor,San Nicolás,2,1
07/2020,Hurto (sin violencia),Hurto Automotor,San Telmo,2,1
07/2020,Hurto (sin violencia),Hurto Automotor,Versalles,1,10
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Crespo,9,15
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Del Parque,4,11
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Devoto,7,11
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Gral. Mitre,3,11
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Lugano,13,8
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Luro,1,10
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Pueyrredón,4,12
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Real,1,10
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Riachuelo,1,8
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Santa Rita,2,11
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Soldati,4,8
07/2020,Hurto (sin violencia),Hurto Automotor,Villa Urquiza,5,12
07/2020,Lesiones,Siniestro Vial,,22,NA
07/2020,Lesiones,Siniestro Vial,Agronomía,4,15
07/2020,Lesiones,Siniestro Vial,Almagro,3,5
07/2020,Lesiones,Siniestro Vial,Balvanera,22,3
07/2020,Lesiones,Siniestro Vial,Barracas,7,4
07/2020,Lesiones,Siniestro Vial,Belgrano,10,13
07/2020,Lesiones,Siniestro Vial,Boca,17,4
07/2020,Lesiones,Siniestro Vial,Boedo,5,5
07/2020,Lesiones,Siniestro Vial,Caballito,19,6
07/2020,Lesiones,Siniestro Vial,Chacarita,11,15
07/2020,Lesiones,Siniestro Vial,Coghlan,2,12
07/2020,Lesiones,Siniestro Vial,Colegiales,1,13
07/2020,Lesiones,Siniestro Vial,Constitución,11,1
07/2020,Lesiones,Siniestro Vial,Flores,13,7
07/2020,Lesiones,Siniestro Vial,Floresta,6,10
07/2020,Lesiones,Siniestro Vial,Liniers,2,9
07/2020,Lesiones,Siniestro Vial,Mataderos,16,9
07/2020,Lesiones,Siniestro Vial,Monserrat,8,1
07/2020,Lesiones,Siniestro Vial,Monte Castro,8,10
07/2020,Lesiones,Siniestro Vial,Nueva Pompeya,17,4
07/2020,Lesiones,Siniestro Vial,Nuñez,7,13
07/2020,Lesiones,Siniestro Vial,Palermo,22,14
07/2020,Lesiones,Siniestro Vial,Parque Avellaneda,9,9
07/2020,Lesiones,Siniestro Vial,Parque Chacabuco,10,7
07/2020,Lesiones,Siniestro Vial,Parque Chas,5,15
07/2020,Lesiones,Siniestro Vial,Parque Patricios,4,4
07/2020,Lesiones,Siniestro Vial,Paternal,4,15
07/2020,Lesiones,Siniestro Vial,Recoleta,14,2
07/2020,Lesiones,Siniestro Vial,Retiro,3,1
07/2020,Lesiones,Siniestro Vial,Saavedra,12,12
07/2020,Lesiones,Siniestro Vial,San Cristóbal,14,3
07/2020,Lesiones,Siniestro Vial,San Nicolás,2,1
07/2020,Lesiones,Siniestro Vial,San Telmo,3,1
07/2020,Lesiones,Siniestro Vial,Vélez Sársfield,4,10
07/2020,Lesiones,Siniestro Vial,Versalles,1,10
07/2020,Lesiones,Siniestro Vial,Villa Crespo,12,15
07/2020,Lesiones,Siniestro Vial,Villa Del Parque,3,11
07/2020,Lesiones,Siniestro Vial,Villa Devoto,7,11
07/2020,Lesiones,Siniestro Vial,Villa Gral. Mitre,5,11
07/2020,Lesiones,Siniestro Vial,Villa Lugano,10,8
07/2020,Lesiones,Siniestro Vial,Villa Luro,7,10
07/2020,Lesiones,Siniestro Vial,Villa Ortuzar,5,15
07/2020,Lesiones,Siniestro Vial,Villa Pueyrredón,4,12
07/2020,Lesiones,Siniestro Vial,Villa Riachuelo,3,8
07/2020,Lesiones,Siniestro Vial,Villa Santa Rita,8,11
07/2020,Lesiones,Siniestro Vial,Villa Soldati,4,8
07/2020,Lesiones,Siniestro Vial,Villa Urquiza,13,12
07/2020,Robo (con violencia),,,2,NA
07/2020,Robo (con violencia),,Almagro,74,5
07/2020,Robo (con violencia),,Balvanera,127,3
07/2020,Robo (con violencia),,Barracas,94,4
07/2020,Robo (con violencia),,Belgrano,55,13
07/2020,Robo (con violencia),,Boca,44,4
07/2020,Robo (con violencia),,Boedo,31,5
07/2020,Robo (con violencia),,Caballito,96,6
07/2020,Robo (con violencia),,Chacarita,24,15
07/2020,Robo (con violencia),,Coghlan,8,12
07/2020,Robo (con violencia),,Colegiales,23,13
07/2020,Robo (con violencia),,Constitución,64,1
07/2020,Robo (con violencia),,Flores,115,7
07/2020,Robo (con violencia),,Floresta,18,10
07/2020,Robo (con violencia),,Liniers,29,9
07/2020,Robo (con violencia),,Mataderos,59,9
07/2020,Robo (con violencia),,Monserrat,29,1
07/2020,Robo (con violencia),,Monte Castro,9,10
07/2020,Robo (con violencia),,Nueva Pompeya,57,4
07/2020,Robo (con violencia),,Nuñez,25,13
07/2020,Robo (con violencia),,Palermo,156,14
07/2020,Robo (con violencia),,Parque Avellaneda,20,9
07/2020,Robo (con violencia),,Parque Chacabuco,45,7
07/2020,Robo (con violencia),,Parque Chas,3,15
07/2020,Robo (con violencia),,Parque Patricios,37,4
07/2020,Robo (con violencia),,Paternal,4,15
07/2020,Robo (con violencia),,Puerto Madero,2,1
07/2020,Robo (con violencia),,Recoleta,116,2
07/2020,Robo (con violencia),,Retiro,63,1
07/2020,Robo (con violencia),,Saavedra,30,12
07/2020,Robo (con violencia),,San Cristóbal,35,3
07/2020,Robo (con violencia),,San Nicolás,50,1
07/2020,Robo (con violencia),,San Telmo,10,1
07/2020,Robo (con violencia),,Vélez Sársfield,10,10
07/2020,Robo (con violencia),,Versalles,7,10
07/2020,Robo (con violencia),,Villa Crespo,50,15
07/2020,Robo (con violencia),,Villa Del Parque,16,11
07/2020,Robo (con violencia),,Villa Devoto,10,11
07/2020,Robo (con violencia),,Villa Gral. Mitre,19,11
07/2020,Robo (con violencia),,Villa Lugano,108,8
07/2020,Robo (con violencia),,Villa Luro,8,10
07/2020,Robo (con violencia),,Villa Ortuzar,12,15
07/2020,Robo (con violencia),,Villa Pueyrredón,14,12
07/2020,Robo (con violencia),,Villa Real,4,10
07/2020,Robo (con violencia),,Villa Riachuelo,8,8
07/2020,Robo (con violencia),,Villa Santa Rita,6,11
07/2020,Robo (con violencia),,Villa Soldati,64,8
07/2020,Robo (con violencia),,Villa Urquiza,21,12
07/2020,Robo (con violencia),Con uso de moto,Agronomía,1,15
07/2020,Robo (con violencia),Con uso de moto,Almagro,10,5
07/2020,Robo (con violencia),Con uso de moto,Balvanera,30,3
07/2020,Robo (con violencia),Con uso de moto,Barracas,8,4
07/2020,Robo (con violencia),Con uso de moto,Belgrano,9,13
07/2020,Robo (con violencia),Con uso de moto,Boca,3,4
07/2020,Robo (con violencia),Con uso de moto,Boedo,7,5
07/2020,Robo (con violencia),Con uso de moto,Caballito,19,6
07/2020,Robo (con violencia),Con uso de moto,Chacarita,1,15
07/2020,Robo (con violencia),Con uso de moto,Coghlan,1,12
07/2020,Robo (con violencia),Con uso de moto,Colegiales,4,13
07/2020,Robo (con violencia),Con uso de moto,Constitución,6,1
07/2020,Robo (con violencia),Con uso de moto,Flores,15,7
07/2020,Robo (con violencia),Con uso de moto,Floresta,2,10
07/2020,Robo (con violencia),Con uso de moto,Liniers,1,9
07/2020,Robo (con violencia),Con uso de moto,Mataderos,7,9
07/2020,Robo (con violencia),Con uso de moto,Monserrat,4,1
07/2020,Robo (con violencia),Con uso de moto,Monte Castro,1,10
07/2020,Robo (con violencia),Con uso de moto,Nueva Pompeya,5,4
07/2020,Robo (con violencia),Con uso de moto,Nuñez,2,13
07/2020,Robo (con violencia),Con uso de moto,Palermo,19,14
07/2020,Robo (con violencia),Con uso de moto,Parque Avellaneda,3,9
07/2020,Robo (con violencia),Con uso de moto,Parque Chacabuco,7,7
07/2020,Robo (con violencia),Con uso de moto,Parque Chas,2,15
07/2020,Robo (con violencia),Con uso de moto,Parque Patricios,7,4
07/2020,Robo (con violencia),Con uso de moto,Paternal,1,15
07/2020,Robo (con violencia),Con uso de moto,Recoleta,8,2
07/2020,Robo (con violencia),Con uso de moto,Retiro,3,1
07/2020,Robo (con violencia),Con uso de moto,Saavedra,2,12
07/2020,Robo (con violencia),Con uso de moto,San Cristóbal,10,3
07/2020,Robo (con violencia),Con uso de moto,San Nicolás,4,1
07/2020,Robo (con violencia),Con uso de moto,Vélez Sársfield,5,10
07/2020,Robo (con violencia),Con uso de moto,Versalles,2,10
07/2020,Robo (con violencia),Con uso de moto,Villa Crespo,6,15
07/2020,Robo (con violencia),Con uso de moto,Villa Del Parque,2,11
07/2020,Robo (con violencia),Con uso de moto,Villa Devoto,2,11
07/2020,Robo (con violencia),Con uso de moto,Villa Gral. Mitre,6,11
07/2020,Robo (con violencia),Con uso de moto,Villa Lugano,6,8
07/2020,Robo (con violencia),Con uso de moto,Villa Luro,1,10
07/2020,Robo (con violencia),Con uso de moto,Villa Ortuzar,2,15
07/2020,Robo (con violencia),Con uso de moto,Villa Pueyrredón,5,12
07/2020,Robo (con violencia),Con uso de moto,Villa Santa Rita,2,11
07/2020,Robo (con violencia),Con uso de moto,Villa Soldati,6,8
07/2020,Robo (con violencia),Con uso de moto,Villa Urquiza,7,12
07/2020,Robo (con violencia),Robo Automotor,Agronomía,1,15
07/2020,Robo (con violencia),Robo Automotor,Almagro,1,5
07/2020,Robo (con violencia),Robo Automotor,Balvanera,1,3
07/2020,Robo (con violencia),Robo Automotor,Barracas,12,4
07/2020,Robo (con violencia),Robo Automotor,Belgrano,1,13
07/2020,Robo (con violencia),Robo Automotor,Boca,12,4
07/2020,Robo (con violencia),Robo Automotor,Boedo,6,5
07/2020,Robo (con violencia),Robo Automotor,Caballito,2,6
07/2020,Robo (con violencia),Robo Automotor,Flores,2,7
07/2020,Robo (con violencia),Robo Automotor,Liniers,1,9
07/2020,Robo (con violencia),Robo Automotor,Mataderos,1,9
07/2020,Robo (con violencia),Robo Automotor,Nueva Pompeya,4,4
07/2020,Robo (con violencia),Robo Automotor,Nuñez,1,13
07/2020,Robo (con violencia),Robo Automotor,Parque Avellaneda,2,9
07/2020,Robo (con violencia),Robo Automotor,Parque Chacabuco,9,7
07/2020,Robo (con violencia),Robo Automotor,Parque Chas,1,15
07/2020,Robo (con violencia),Robo Automotor,Parque Patricios,5,4
07/2020,Robo (con violencia),Robo Automotor,Paternal,1,15
07/2020,Robo (con violencia),Robo Automotor,Retiro,1,1
07/2020,Robo (con violencia),Robo Automotor,San Cristóbal,5,3
07/2020,Robo (con violencia),Robo Automotor,San Telmo,4,1
07/2020,Robo (con violencia),Robo Automotor,Vélez Sársfield,1,10
07/2020,Robo (con violencia),Robo Automotor,Villa Gral. Mitre,1,11
07/2020,Robo (con violencia),Robo Automotor,Villa Lugano,8,8
07/2020,Robo (con violencia),Robo Automotor,Villa Luro,1,10
07/2020,Robo (con violencia),Robo Automotor,Villa Soldati,5,8
08/2020,Homicidio,Doloso,Barracas,4,4
